"","name","phone","is_closed","rating","distance","review_count","price","city","state","zipcode","latitude","longitude","price_2","is_open"
"201","Barbuzzo","+12155469300",FALSE,4.5,877.931789928926,2003,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"202","The Love","+12154331555",FALSE,4,353.774427705362,35,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"203","The Dandelion","+12155582500",FALSE,4,312.67582731023,1745,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"204","Talula's Garden","+12155927787",FALSE,4.5,1667.83426496561,1239,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"205","Vernick Food & Drink","+12676396644",FALSE,4.5,457.601412693214,730,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"206","Butcher Bar","+12155636328",FALSE,4,370.149407165934,308,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"207","Cafe Nhan","+12155512407",FALSE,4.5,3250.78004884917,16,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"208","Daleng Restaurant","+12673284653",FALSE,5,3776.52640289964,22,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"209","Zahav","+12156258800",FALSE,4.5,2374.30339968627,2085,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"210","Dim Sum Garden","+12158730258",FALSE,4,1246.96939147602,1524,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"211","Middle Child","+12679308344",FALSE,5,1242.43019972582,29,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"212","Luke's Lobster Rittenhouse","+12155641415",FALSE,4.5,401.756625091024,841,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"213","Bud & Marilyn's","+12155462220",FALSE,4,1008.87400995403,654,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"214","Nan Zhou Hand Drawn Noodle House","+12159231550",FALSE,4,1232.31212561479,1584,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"215","Suraya","+12153021900",FALSE,4.5,3869.85162330222,15,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"216","Andy's Chicken","+12155153553",FALSE,4,1107.49736142324,17,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"217","Sampan","+12157323501",FALSE,4,904.463816887314,1295,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"218","El Vez","+12159289800",FALSE,4,935.125555770038,2319,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"219","Monk's Cafe","+12155457005",FALSE,4,718.434325919888,1906,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"220","Amada","+12156252450",FALSE,4,2316.50548487328,1764,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"221","Love & Honey Fried Chicken","+12157897878",FALSE,4.5,3298.36670184496,103,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"222","The Little Lion","+12672730688",FALSE,4,2233.48301372635,445,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"223","Village Whiskey","+12156651088",FALSE,4,341.99088641342,1388,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"224","Friday Saturday Sunday","+12155464232",FALSE,4.5,675.403286862458,86,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"225","Oyster House","+12155677683",FALSE,4,560.25984077927,1014,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"226","High Street on Market","+12156250988",FALSE,4,2162.49028714192,600,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"227","Honey's Sit-N-Eat","+12159251150",FALSE,4,2538.6201510946,1194,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"228","Tommy DiNic's","+12159236175",FALSE,4,1007.01841920794,1760,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"229","Dizengoff","+12158678181",FALSE,4.5,425.458986542232,494,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"230","Royal Boucherie","+12676066313",FALSE,4.5,2384.25044424656,16,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"231","Cleavers","+12155153828",FALSE,4.5,269.82002606672,508,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"232","Abe Fisher","+12158670088",FALSE,4.5,426.421131104968,424,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"233","Bangin' Curry Franklin","+12673321199",FALSE,5,1713.35894432717,56,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"234","Little Nonna's","+12155462100",FALSE,4,1036.52192027695,624,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"235","South Philly Barbacoa","+12153605282",FALSE,5,2904.03135472127,109,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"236","Bar Hygge","+12157652274",FALSE,4.5,1545.58672975904,190,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"237","City Tap House","+12155879040",FALSE,4,253.500984367736,313,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"238","Terakawa Ramen","+12676871355",FALSE,4,1436.46408983508,1019,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"239","Tria Cafe Wash West","+12156299200",FALSE,4.5,1184.43961488897,672,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"240","Morimoto","+12154139070",FALSE,4.5,1595.51801555584,1559,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"241","Parc Restaurant, Bistro & Cafe","+12155452262",FALSE,4,510.70837322373,1847,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"242","Butcher and Singer","+12157324444",FALSE,4.5,646.8591415309,915,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"243","Tortilleria San Roman","+12675079161",FALSE,5,2119.18107624043,191,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"244","Alma De Cuba","+12159881799",FALSE,4,470.594995166,1124,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"245","Urban Farmer Philadelphia","+12159632788",FALSE,4,394.793989550678,257,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"246","Chengdu Famous Food","+12153861088",FALSE,4.5,2080.50044337329,83,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"247","Original 13 Ciderworks","+12157657000",FALSE,5,3511.71026051917,9,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"248","Han Dynasty","+12159221888",FALSE,4,2429.22243650142,1199,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"249","Dolce & Caffè","+12156271130",FALSE,4.5,2708.57747038317,17,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"250","La Calaca Feliz","+12157879930",FALSE,4,1584.46680700584,503,"$$","Philadelphia","PA","19107",39.94999,-75.16216,2,1
"251","The Arrogant Butcher","+16023248502",FALSE,4,361.66880560557,1527,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"252","Little Miss BBQ","+16024371177",FALSE,5,7946.07101772902,1466,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"253","The Kettle Black Kitchen & Pub","+16026511185",FALSE,4.5,438.864639234546,464,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"254","Welcome Diner","+16024951111",FALSE,4.5,1756.07717790001,758,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"255","The Dressing Room","+16027770763",FALSE,4.5,1533.36582344612,188,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"256","Cibo","+16024412697",FALSE,4.5,1427.89322522214,1699,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"257","Lo-Lo's Chicken & Waffles","+16023401304",FALSE,4,1129.88795499034,1523,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"258","La Santisima","+16022546330",FALSE,4,3418.89354134517,1703,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"259","Noodle Bar","+14804547905",FALSE,4,698.201476522948,262,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"260","Harumi Sushi","+16022580131",FALSE,4.5,711.602174701138,909,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"261","Nook Kitchen","+16022581037",FALSE,4,639.209556475676,182,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"262","Tastybox","+16025358772",FALSE,5,1255.0720826677,39,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"263","D'lite Healthy On The Go","+16023689445",FALSE,4,7776.56582738567,26,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"264","Phoenix Public Market Cafe","+16022532700",FALSE,4,1242.98631424392,851,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"265","Glai Baan","+16025955881",FALSE,4.5,5948.88509001846,80,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"266","Pizzeria Bianco","+16022588300",FALSE,4,622.847463805154,2039,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"267","Angels Trumpet Ale House","+16022522630",FALSE,4,1344.17824944052,937,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"268","Blue Hound Kitchen & Cocktails","+16022580231",FALSE,4,426.073990351476,500,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"269","Chelsea's Kitchen","+16029572555",FALSE,4,10099.0363359579,1194,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"270","The Vig Fillmore","+16022542242",FALSE,4,1398.66193178315,512,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"271","Nobuo At Teeter House","+16022540600",FALSE,4.5,653.156138436648,424,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"272","The Gladly","+16027598132",FALSE,4.5,7864.08419935867,631,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"273","Grassroots Kitchen & Tap","+16023688766",FALSE,4.5,7586.123726662,439,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"274","Irma's Kitchen","+16022522620",FALSE,4.5,2445.1631862572,192,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"275","Oven + Vine","+16026877632",FALSE,4.5,3274.30953564131,226,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"276","Ten Handcrafted American Fare & Spirits","+16023742611",FALSE,4.5,8113.47144498437,454,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"277","2601 on Central","+16024662074",FALSE,4,3555.29199641252,28,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"278","Kiss Pollos Estilo Sinaloa","+16029007371",FALSE,5,1201.79553165826,89,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"279","Cornish Pasty","+16023748500",FALSE,4,686.1730566082,168,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"280","Gallo Blanco","+16023270880",FALSE,4,1499.81974832801,73,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"281","Hula's Modern Tiki","+16022658454",FALSE,4,6816.20600500693,1001,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"282","Even Stevens Sandwiches","+16022584833",FALSE,4,795.153212488718,149,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"283","Restaurant Progress","+16024410553",FALSE,4.5,6172.99362389268,80,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"284","Original Gravity","+16025837628",FALSE,4.5,6867.87050331286,82,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"285","St. Francis Restaurant","+16022008111",FALSE,4,7118.16095464248,1322,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"286","Matt's Big Breakfast","+16022541074",FALSE,4,1395.76187728492,1522,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"287","Flyin' Hawaiian","+15033808363",FALSE,4.5,1611.84490874188,3,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"288","Joe's Midnight Run","+14804594467",FALSE,4,8980.52309148047,371,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"289","Clever Koi","+16022223474",FALSE,4,5846.79505861151,688,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"290","Chico Malo","+16026039363",FALSE,4,471.258503839108,191,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"291","Maria's Frybread & Mexican Food","+16029573514",FALSE,4.5,7974.49535075533,301,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"292","Walrus & The Pearl","+16026807747",FALSE,4.5,1518.49629786987,54,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"293","Presidio Cocina Mexicana","+16022798420",FALSE,4.5,4018.24796073595,397,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"294","Bobby Q - Biltmore","+16026268856",FALSE,4.5,8931.71927082444,49,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"295","Chanpen Thai Cuisine","+16022763778",FALSE,4.5,6144.84430663375,516,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"296","Mission Possible Cafe","+16026886219",FALSE,5,2133.63260488074,6,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"297","Barrio Café","+16026360240",FALSE,4,4303.16686714715,1244,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"298","Tuck Shop","+16023542980",FALSE,4.5,3357.18894322147,532,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"299","Mother Bunch Brewing","+16023683580",FALSE,4,1454.7044498179,515,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"300","Chelsea's Kitchen","",FALSE,4,6763.3652349451,355,"$$","Phoenix","AZ","85004",33.4473917315183,-112.072831046558,2,1
"301","Boudro's On the River Walk","+12102248484",FALSE,4,8216.24654877202,1636,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"302","Bella On the River","+12104042355",FALSE,4.5,8030.25827509414,622,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"303","The Esquire Tavern","+12102222521",FALSE,4,8041.95960743646,1680,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"304","The Dogfather","+12104814272",FALSE,5,1435.07656210954,24,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"305","Sabor Cocinabar","+12103147760",FALSE,4.5,2679.94692023075,115,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"306","Rosario's Mexican Cafe Y Cantina","+12102231806",FALSE,4,9118.45448393598,1858,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"307","Gogi Street","+12104555574",FALSE,4.5,8701.37336464307,192,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"308","Sangria On the Burg","+12102653763",FALSE,4,4486.2834580254,352,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"309","Cullum's Attagirl","+12104374263",FALSE,4.5,5402.27878036407,135,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"310","Cured","+12103143929",FALSE,4.5,6703.12525338135,670,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"311","Lula's Mexican Cafe","+12104723300",FALSE,5,7705.33288974723,85,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"312","The Winchester Pub","+12107217762",FALSE,4.5,5545.50003123487,6,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"313","Cookhouse","+12103208211",FALSE,4.5,5401.79724040849,301,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"314","Zinc Bistro & Wine Bar","+12102242900",FALSE,4,8233.76294779957,1099,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"315","The Big Bib BBQ","+12106548400",FALSE,4,9561.8380063374,803,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"316","Bliss","+12102252547",FALSE,4.5,9624.83385921477,413,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"317","Burgerteca","+12106350016",FALSE,4.5,10038.0325419962,29,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"318","Range","+12102274455",FALSE,4.5,7834.86616012205,27,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"319","Pancake Joe's","+12107859007",FALSE,4.5,4364.85963758745,679,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"320","Picnikins Patio Cafe","+12106160954",FALSE,4.5,2758.8237756336,350,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"321","Ocho","+12102222008",FALSE,4,7465.18345704996,617,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"322","Wrigleyville Grill","+12103699833",FALSE,4.5,3025.42649575481,342,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"323","Wild Goji Restaurant & Bar","+12102770638",FALSE,4.5,3231.70121966861,453,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"324","Leon Valley Cafe","+12105200706",FALSE,5,9492.26636913767,226,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"325","Southerleigh Fine Food and Brewery","+12104555701",FALSE,4,6631.31032883124,611,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"326","NOLA Brunch & Beignets","+12103201572",FALSE,4,5418.24409749962,185,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"327","1000 Degrees Neapolitan Pizzeria","+12103682053",FALSE,4.5,8336.93332077995,32,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"328","The Smoke Shack","+12109571430",FALSE,4,5947.26548339486,481,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"329","Lucky Noodle","+12102679717",FALSE,4,5641.10863199246,157,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"330","Periphery","+12109660404",FALSE,4.5,4988.83677374319,43,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"331","The Pigpen","+12102679136",FALSE,4.5,5983.51384556382,102,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"332","Fattboy Burgers & Dogs","+12103773288",FALSE,4.5,2050.84563022628,351,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"333","Toña's Tamales","+12107140003",FALSE,5,8073.41670435608,1,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"334","Max & Louie's New York Diner","+12104837600",FALSE,4,8353.09658496523,328,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"335","Bar-B-Cutie","+12102011201",FALSE,4,12660.3591446813,25,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"336","The Station Cafe","+12104442200",FALSE,4.5,8867.64337426247,434,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"337","Nonna Osteria","+12102248800",FALSE,4.5,8596.9564892748,9,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"338","Pollos Asados Los Norteños","+12106483303",FALSE,4.5,15380.2243650514,363,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"339","Feast","+12103541024",FALSE,4,9272.56255909275,520,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"340","Dough Pizzeria Napoletana","+12109796565",FALSE,4,2847.43477439879,1219,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"341","Grayze","+12104818776",FALSE,4,6857.00301701727,201,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"342","The Luxury","+12103542274",FALSE,4,7261.60450284282,455,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"343","First Watch - Breakfast, Brunch & Lunch","+12103669000",FALSE,4.5,2766.88805187947,26,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"344","Snooze An A M Eatery","+12109371063",FALSE,4,3343.54601764719,399,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"345","Scratch Kitchen","+12106302220",FALSE,4.5,5031.24189267722,52,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"346","Zócalo Mio","+12103148468",FALSE,4.5,7838.1260352027,52,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"347","Kungfu Noodle","+12104515586",FALSE,4.5,10105.9220814173,418,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"348","Biga On The Banks","+12102250722",FALSE,4,8150.36821989537,545,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"349","Las Canarias","+12105181063",FALSE,4,8056.55652192116,384,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"350","Pete's Tako House","+12102242911",FALSE,4.5,7441.38794056219,425,"$$$","San Antonio","TX","78205",29.42412,-98.48839,3,1
"351","The Crack Shack","+16197953299",FALSE,4,7154.49895350889,2497,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"352","CUCINA urbana","+16192392222",FALSE,4.5,6614.93358279815,3202,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"353","Werewolf","+16192340094",FALSE,4.5,8766.03741864813,2284,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"354","Phil's BBQ","+16192266333",FALSE,4.5,7024.03770051432,11631,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"355","Lucha Libre Gourmet Taco Shop","+16192968226",FALSE,4,5860.27460769047,6489,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"356","Searsucker","+16192337327",FALSE,4,8778.57211085558,2979,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"357","Homestyle Hawaiian","+18585715828",FALSE,4,1320.20970041743,1294,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"358","Cross Street Chicken & Beer","+18584306001",FALSE,4.5,3321.10915732537,206,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"359","Craft & Commerce","+16192692202",FALSE,4,7878.46872554208,2132,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"360","Urban Solace","+16192956464",FALSE,4,5279.73336469206,3066,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"361","Island Prime","+16192986802",FALSE,4.5,8047.24956691831,1678,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"362","Barbusa","+16192381917",FALSE,4.5,7435.51628883883,724,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"363","Ironside Fish & Oyster","+16192693033",FALSE,4,7669.94682868741,2421,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"364","C Level","+16192986802",FALSE,4,8047.24956691831,2408,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"365","BO-beau kitchen + bar","+16192242884",FALSE,4.5,9479.05013753363,1353,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"366","Embargo Grill","+16197867522",FALSE,4.5,7471.77341724371,1544,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"367","Soda & Swine","+16196109168",FALSE,4,3800.47229209366,1337,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"368","Puesto","+16192338880",FALSE,4,9011.28119072223,2524,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"369","Blue Water Seafood Market & Grill","+16194970914",FALSE,4,5918.0682517979,2934,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"370","Crushed","+18582306567",FALSE,4.5,9190.67329875226,1228,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"371","Kettner Exchange","+16192552001",FALSE,4,7386.21157044198,1094,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"372","Fuego","+16197957887",FALSE,4.5,8770.76965137507,19,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"373","Prepkitchen Little Italy","+16193988383",FALSE,4,7654.27871480701,1472,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"374","Hodad's","+16192244623",FALSE,4,10277.2537244405,4622,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"375","Hash House A Go Go","+16192984646",FALSE,4,5225.3740997811,6416,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"376","Carnitas' Snack Shack - North Park","+16192947675",FALSE,4.5,4958.39895617499,3242,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"377","OB Noodle House","+16194506868",FALSE,4,9540.52042717965,2638,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"378","Lazy Dog Restaurant & Bar","+16194816191",FALSE,4,2681.00742604494,1513,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"379","The Prado At Balboa Park","+16195579441",FALSE,4,6641.5707775506,2190,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"380","Bazille","+18588123582",FALSE,4,10633.2887094847,35,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"381","Cafe Sevilla","+16192335979",FALSE,4,9089.30377674908,2185,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"382","Coasterra","+16198141300",FALSE,4,8002.13292251715,1421,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"383","Cafe Coyote","+16192914695",FALSE,3.5,5674.69270491544,3586,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"384","Slater's 50/50 - San Diego","+16193982600",FALSE,4,7976.96392124375,3647,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"385","Underbelly","+16192694626",FALSE,4,7489.54162648238,1867,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"386","Bahn Thai","+16192996363",FALSE,4.5,3273.79507727978,1644,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"387","Dumpling Inn","+18582689638",FALSE,4,3745.23689041664,2380,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"388","Oscar's Mexican Seafood","+18584886392",FALSE,4.5,10169.3378706463,2116,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"389","Trust","+16197956901",FALSE,4.5,4932.25555296167,541,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"390","La Puerta","+16196963466",FALSE,4,8853.6378190028,2910,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"391","STACKED","+16192257900",FALSE,4,2696.09259529543,1800,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"392","Juniper & Ivy","+16192699036",FALSE,4,7186.84677586166,1903,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"393","Supernatural Sea to Sandwich","+18588317835",FALSE,4.5,9932.13164078385,1148,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"394","RakiRaki Ramen & Tsukemen","+18585732400",FALSE,4,3797.91705414009,2268,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"395","Garlic Shack","+16195514398",FALSE,4,8895.88620946413,430,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"396","Iron Pig Alehouse","+18584124299",FALSE,4.5,8302.0946533857,797,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"397","The Smoking Goat","+16199555295",FALSE,4,5909.70304973251,1084,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"398","Handoo Korean Bbq","+18585650403",FALSE,4,3870.83075171278,18,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"399","Hundred Proof","+16195016404",FALSE,4.5,4223.42544806406,119,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
